,param_noise,measurement_noise,accuracy,precision,output_variance
0,1e-06,0.0,0.01679219264691385,1.7404706378275186e-05,0.00023910827609645923
1,1e-06,0.0,0.007967475473907934,7.099241123352971e-07,0.00023366326114494882
2,1e-06,0.0,0.01074203875133752,2.741744414922959e-06,0.0002346161543135553
3,1e-06,0.0,0.012246970377725635,2.0644447563734736e-06,0.0002421168974982753
4,1e-06,0.0,0.00907872178159939,9.69393305845737e-07,0.00024881109337270165
5,1e-06,0.03333333333333333,0.03381137271045921,6.726324135149345e-05,0.003192008431908453
6,1e-06,0.03333333333333333,0.05772999654279938,0.00011314556927219269,0.006183022152564357
7,1e-06,0.03333333333333333,0.09029964891088399,0.0003398064042308036,0.008529567419966418
8,1e-06,0.03333333333333333,0.09120239008694055,0.0003608833530382518,0.011700264396466872
9,1e-06,0.03333333333333333,0.07501851503533356,0.0002464381494788152,0.014896889678802362
10,1e-06,0.06666666666666667,0.10134699241888832,0.0003150524270921613,0.027736929614746095
11,1e-06,0.06666666666666667,0.1701733651347421,0.00038421967443489784,0.03871973372006168
12,1e-06,0.06666666666666667,0.2205551014220049,0.0007557057941680088,0.05322582595760354
13,1e-06,0.06666666666666667,0.4184875646618485,0.0058891410616736944,0.0697232342465885
14,1e-06,0.06666666666666667,0.3639514028420635,0.0031538534656569248,0.08294920349928113
15,1e-06,0.1,0.3103193398246542,0.0008031246442051217,0.11811791408148481
16,1e-06,0.1,0.45826437244456164,0.019462383147329666,0.14626417842882705
17,1e-06,0.1,0.36081708431625137,0.010126157963193317,0.18302725340244302
18,1e-06,0.1,0.32725968380765985,0.004013286259857455,0.20815994220140882
19,1e-06,0.1,0.250700405622738,0.0072136639228986025,0.23552524035109448
20,1e-06,0.13333333333333333,0.33506867504053933,0.005191459525654892,0.29707953690724287
21,1e-06,0.13333333333333333,0.27508874467351513,0.003784872232994739,0.3564326987414296
22,1e-06,0.13333333333333333,0.6019105882108068,0.0383315286148242,0.37096500531493454
23,1e-06,0.13333333333333333,0.5860432616514297,0.037595605291540254,0.43105162198256386
24,1e-06,0.13333333333333333,0.5557456083261189,0.035637859413110436,0.4709321185718375
25,1e-06,0.16666666666666666,0.23560580199111825,0.005269032549684401,0.600352527077517
26,1e-06,0.16666666666666666,0.6190876852048033,0.02038040684564731,0.6647054992867351
27,1e-06,0.16666666666666666,0.9635405282230881,0.044728889431391174,0.7090099118622732
28,1e-06,0.16666666666666666,0.5812100882041794,0.034063224009145424,0.8252060261759184
29,1e-06,0.16666666666666666,1.936465836551238,0.06608541073691361,0.8659173456747733
30,1e-06,0.2,2.0934489813859973,0.15930055183868902,0.9812113145429552
31,1e-06,0.2,1.0304084541598737,0.059265324650521686,1.0749955926988313
32,1e-06,0.2,0.766101985613715,0.029313435812617732,1.1861650248700675
33,1e-06,0.2,0.8842784966067402,0.047207471232832025,1.3115224022811915
34,1e-06,0.2,1.4460741558698524,0.12632076377227608,1.4762459249019098
35,1e-06,0.23333333333333334,1.5795726320667205,0.17025539230228925,1.6388282406039223
36,1e-06,0.23333333333333334,2.151310582475302,0.26652822397274345,1.8325116438562121
37,1e-06,0.23333333333333334,1.580543554610568,0.15399174146915182,1.8967999211505449
38,1e-06,0.23333333333333334,1.9020557551668924,0.26341234677100006,2.074315263109418
39,1e-06,0.23333333333333334,2.137219828898635,0.20156997659091178,2.3592776065916055
40,1e-06,0.26666666666666666,2.1350898955118116,0.254812395860876,2.562353028387273
41,1e-06,0.26666666666666666,1.7407719206127361,0.1492995473987751,2.877686463895137
42,1e-06,0.26666666666666666,1.0246832780104866,0.11656551210316127,2.990558267512408
43,1e-06,0.26666666666666666,0.8401382593335953,0.059160412434449784,3.305216633738545
44,1e-06,0.26666666666666666,0.7320280135364632,0.012380285500485057,3.5167375778499563
45,1e-06,0.3,0.8737666195575032,0.055877645805968205,4.009967999350248
46,1e-06,0.3,0.9428182655395225,0.04806229518650369,4.434325974212288
47,1e-06,0.3,0.2415286500838563,0.0028688801816634446,4.445141483580458
48,1e-06,0.3,1.599140677928726,0.13199599039712484,4.567055834889295
49,1e-06,0.3,1.711163702853674,0.17900613571371712,4.4851658122347935
50,0.03333422222222222,0.0,1.3661521221967616,0.2572737208127858,4.296066755686667
51,0.03333422222222222,0.0,1.345438076141024,0.2534733852641278,4.29529309421191
52,0.03333422222222222,0.0,1.3455584436069454,0.2555250961606894,4.295292047214515
53,0.03333422222222222,0.0,1.3837835492212223,0.25895750961564373,4.2976875480201695
54,0.03333422222222222,0.0,1.3508257435280546,0.25463633322897317,4.2953262525665705
55,0.03333422222222222,0.03333333333333333,1.3510659734036419,0.25612411289944387,4.28414681418013
56,0.03333422222222222,0.03333333333333333,1.3538603797869715,0.25967232725704503,4.28341781260214
57,0.03333422222222222,0.03333333333333333,1.3996505726502826,0.2608080528912964,4.278431364131373
58,0.03333422222222222,0.03333333333333333,1.3672640009639399,0.25721094383153537,4.299071339863586
59,0.03333422222222222,0.03333333333333333,1.357149655657784,0.24889300800424508,4.3185137571959675
60,0.03333422222222222,0.06666666666666667,1.3562770405960698,0.24044021866075477,4.275960838616765
61,0.03333422222222222,0.06666666666666667,1.383043516287653,0.2530893859552886,4.278538701868726
62,0.03333422222222222,0.06666666666666667,1.4258352069983236,0.2505752616050863,4.289715361197158
63,0.03333422222222222,0.06666666666666667,1.4673155166138299,0.2457821583323175,4.360350165015069
64,0.03333422222222222,0.06666666666666667,1.4069269136144107,0.24750624224829876,4.412624865458799
65,0.03333422222222222,0.1,1.4696919368933934,0.24940528603253823,4.443928538006445
66,0.03333422222222222,0.1,1.8765563070722169,0.16468908896750767,4.602879929070739
67,0.03333422222222222,0.1,1.5424752768220291,0.251952174860968,4.5015681199913224
68,0.03333422222222222,0.1,1.9221205964964971,0.2367909483753153,4.622455809121731
69,0.03333422222222222,0.1,1.8728814059570453,0.2131719307316369,4.667024172571289
70,0.03333422222222222,0.13333333333333333,2.0659558312283766,0.23704630798209808,4.580058830840003
71,0.03333422222222222,0.13333333333333333,1.8056459195448322,0.198652478901148,4.6057339608924055
72,0.03333422222222222,0.13333333333333333,1.787234043253347,0.19280982406535743,4.665906645146206
73,0.03333422222222222,0.13333333333333333,1.8346691973276428,0.20412691263187813,4.689784612878871
74,0.03333422222222222,0.13333333333333333,1.7949566450046233,0.1974045141198077,4.806446867218838
75,0.03333422222222222,0.16666666666666666,1.9437296002817384,0.2026473440392494,4.801047110123395
76,0.03333422222222222,0.16666666666666666,1.9897447561987394,0.19541145352938735,4.8762779549978355
77,0.03333422222222222,0.16666666666666666,1.9229963143889985,0.19378752037695438,4.915558843045644
78,0.03333422222222222,0.16666666666666666,1.8753822879754243,0.1930120576790288,5.060789440102219
79,0.03333422222222222,0.16666666666666666,1.8337917909296682,0.204810782332655,5.177108059659145
80,0.03333422222222222,0.2,1.953507294181843,0.2100802212232285,5.061567802840936
81,0.03333422222222222,0.2,1.6014370611339703,0.2290740044879659,5.2199822831976554
82,0.03333422222222222,0.2,1.807615567007442,0.24225577513848862,5.4284164278212375
83,0.03333422222222222,0.2,1.9309400388533602,0.21779051196394833,5.545296117169146
84,0.03333422222222222,0.2,1.9342227953682873,0.21955674691114607,5.978310953811218
85,0.03333422222222222,0.23333333333333334,1.7544337626484956,0.23617931320192972,6.0386748904073295
86,0.03333422222222222,0.23333333333333334,1.696752329506681,0.2525062952960725,6.353836696505004
87,0.03333422222222222,0.23333333333333334,1.5859309880429135,0.27626809079688375,6.5802458578521605
88,0.03333422222222222,0.23333333333333334,1.5992018131836376,0.26790974418169794,6.945005095577223
89,0.03333422222222222,0.23333333333333334,1.5015570395089493,0.28073342520295447,7.2264866620132615
90,0.03333422222222222,0.26666666666666666,1.4098220619304418,0.20907744187530644,7.474392717388101
91,0.03333422222222222,0.26666666666666666,1.377516810902695,0.21047439863323927,7.764305523642813
92,0.03333422222222222,0.26666666666666666,1.3327779469194618,0.19408989171932745,8.204578868524132
93,0.03333422222222222,0.26666666666666666,1.4178862312307983,0.1836575090047764,8.501459446274687
94,0.03333422222222222,0.26666666666666666,1.4618377649852072,0.18941969302407738,8.840314603343002
95,0.03333422222222222,0.3,1.4536583159668408,0.1725562663959217,9.038061932333042
96,0.03333422222222222,0.3,1.4997477418949041,0.18111748380512135,8.943215476054176
97,0.03333422222222222,0.3,1.4055820078522006,0.17445867629520673,9.270728211933204
98,0.03333422222222222,0.3,1.4654589277208236,0.19392175104726966,9.574485404649295
99,0.03333422222222222,0.3,1.7813311737665642,0.2771433511474369,9.59869360497752
100,0.06666744444444445,0.0,1.4897750839071313,0.20825327303150673,9.664960864528528
101,0.06666744444444445,0.0,1.4034657493494898,0.4045344927060912,9.384889300733876
102,0.06666744444444445,0.0,1.4903748321765484,0.20987804289117593,9.665013656910858
103,0.06666744444444445,0.0,1.4732679491740124,0.17187314059954392,9.753559348661813
104,0.06666744444444445,0.0,1.4135822137110903,0.3910402594822228,9.381396324759702
105,0.06666744444444445,0.03333333333333333,1.4079998218844587,0.40431585306120627,9.389289519497378
106,0.06666744444444445,0.03333333333333333,1.4086907642581377,0.39886411965706375,9.410682643801092
107,0.06666744444444445,0.03333333333333333,1.74125394836427,0.2619836232789422,9.626666102644325
108,0.06666744444444445,0.03333333333333333,1.420887835518205,0.3809258244036261,9.429092591772703
109,0.06666744444444445,0.03333333333333333,1.7326468624769384,0.24948970816970265,9.678003256623427
110,0.06666744444444445,0.06666666666666667,1.4053440905018402,0.3870710371342533,9.532466617623319
111,0.06666744444444445,0.06666666666666667,1.7916224184848777,0.2537460099696504,9.759728291030427
112,0.06666744444444445,0.06666666666666667,1.4072137462141912,0.39488104267399554,9.666697234695512
113,0.06666744444444445,0.06666666666666667,1.4344358733892706,0.1597024098054337,10.10057699073839
114,0.06666744444444445,0.06666666666666667,1.4186617619759097,0.15912120330402554,10.042367067087461
115,0.06666744444444445,0.1,1.4346473647297675,0.1578268223466612,10.084850607048534
116,0.06666744444444445,0.1,1.425185201131732,0.15918050073623438,10.100196595021947
117,0.06666744444444445,0.1,1.5123741357234253,0.2204561683087779,9.949860011950353
118,0.06666744444444445,0.1,1.5454019763879727,0.2199314456979379,9.832794555431464
119,0.06666744444444445,0.1,1.598028095053936,0.2332827914861686,9.885279766503555
120,0.06666744444444445,0.13333333333333333,,,
121,0.06666744444444445,0.13333333333333333,1.5325065255231327,0.21207860770049788,10.196756223901184
122,0.06666744444444445,0.13333333333333333,1.559222473246808,0.22550268106789578,10.34947021320824
123,0.06666744444444445,0.13333333333333333,1.4611147862362859,0.3156858584786911,9.814127803528127
124,0.06666744444444445,0.13333333333333333,1.2838222279991784,0.2845369448716468,9.778026910328833
125,0.06666744444444445,0.16666666666666666,0.7971644661381408,0.04979220668219732,10.67233118139522
126,0.06666744444444445,0.16666666666666666,1.0061409221918038,0.07589577063361115,10.857944309984033
127,0.06666744444444445,0.16666666666666666,1.6057868783783602,0.2344031062723483,10.59302004873629
128,0.06666744444444445,0.16666666666666666,1.1744012586427337,0.12795297836766376,10.96868133220728
129,0.06666744444444445,0.16666666666666666,1.1095115043274353,0.09621965972668012,11.112788143729718
