,joint_name,degrees_offset,variance,end_effector_accuracy,end_effector_precision
0,all,0,0.176934050151632,0.0,0.0
1,all,5,2.0535215737794386,0.18042402524867415,0.0003142326669936013
2,all,10,3.862524620345078,0.3512801327946179,0.0010440313434223203
3,all,15,5.428542766534976,0.5095671042683751,0.001957891413600096
4,all,20,6.723972556128107,0.652747105027666,0.0029352410303110795
5,all,25,7.736370449374844,0.7788443588837493,0.003934678120294107
6,all,30,8.469054660381316,0.8865291205103802,0.004947932634714291
7,all,35,8.94183349633734,0.9751858262466981,0.005958175274601971
8,all,40,9.190971711572173,1.0449650697302695,0.006918368359019842
9,all,45,9.267628471420537,1.096819234547223,0.007757583387690596
10,all,50,9.233537005294522,1.1325206948055524,0.008411976083684155
11,all,55,9.152971789379038,1.1546586491021595,0.008864521994626855
12,all,60,9.082623502325925,1.1666046054308912,0.009167025012693375
13,all,65,9.064398084940217,1.1724254553170508,0.00941565543847213
14,all,70,9.124517103645061,1.176705703285346,0.009668459746213828
15,all,75,9.276153350137768,1.184222113495582,0.009840165960756412
16,all,80,9.52083160011739,1.1994213944223884,0.009669110096014006
17,all,85,9.84782014228555,1.225736002050792,0.008847072400380943
18,all,90,10.235330909937613,1.2649407468436018,0.007263817550567294
19,all,95,10.656236144147007,1.316850658138955,0.00516144832985894
20,all,100,11.085394724502407,1.379503956231634,0.0030583044047606447
21,all,105,11.504070706357867,1.4496831451594248,0.001528929566856919
22,all,110,11.900196856046211,1.5235050615637054,0.0010146586698648536
23,all,115,12.265930278687264,1.5969024058445014,0.0017455317241585207
24,all,120,12.594488037209091,1.6659528123637295,0.0037538708999187145
25,all,125,12.878148544682318,1.7270829404833643,0.006930922753153112
26,all,130,13.109066592704849,1.7771903015525032,0.011089358151388546
27,all,135,13.283107943851231,1.8137168856801031,0.016011784715976654
28,all,140,13.404011271945421,1.8346957450647086,0.021478235094070482
29,all,145,13.48304456884011,1.838781552130604,0.027273799729086053
30,all,150,13.53047219545825,1.825269912732954,0.033182398975238524
31,all,155,13.541742811959299,1.7941071502802335,0.03897475422571388
32,all,160,13.48996913648811,1.7458914270500157,0.044398288281334394
33,all,165,13.333328797040313,1.6818667083207544,0.04917448056088469
34,all,170,13.031035131123335,1.6039127222767595,0.053005899787567846
35,all,175,12.556076947375631,1.51453630710706,0.05559170087663137
36,all,180,11.901092809959861,1.416871598637702,0.05664790014048745
37,all,185,11.080540903901385,1.3146963087856323,0.05592860008548995
38,all,190,10.133423719005304,1.2124633582140956,0.053248553972838286
39,all,195,9.12991891826584,1.1153192309338231,0.04851857689013573
40,all,200,8.178063205993595,1.02901559594719,0.04182145731121183
41,all,205,7.401823560459886,0.9595283028744437,0.03355242375065115
42,all,210,6.878019273292872,0.9121996309119835,0.024561833337720933
43,all,215,6.607249325290219,0.8905394526432002,0.01607748617873802
44,all,220,6.562108739052415,0.8953256929321805,0.009252041514321675
45,all,225,6.742305612259977,0.9246041600636081,0.004652607354943434
46,all,230,7.179300161592287,0.9744910898067898,0.002189536570658846
47,all,235,7.8896178338340786,1.0402251938784768,0.0014688702876090992
48,all,240,8.836250814549068,1.1170148861478264,0.002165365268837571
49,all,245,9.956804436626534,1.2005029366714157,0.004177618986210759
50,all,250,11.196773591046902,1.2868911605575735,0.007593948598349673
51,all,255,12.51159221493846,1.372867571687844,0.012573516413698596
52,all,260,13.858398692157804,1.4554690084623907,0.019212592554391544
53,all,265,15.191299085075427,1.53195820685864,0.027430406149081453
54,all,270,16.4611642658748,1.5997466189388283,0.03689485653150168
55,all,275,17.61768177735425,1.6563668685001016,0.04700248376643946
56,all,280,18.61189945811369,1.6994868348007133,0.05691960962768976
57,all,285,19.39849126915931,1.7269537775731258,0.06568064581463312
58,all,290,19.93757610531308,1.7368570025493177,0.07232754557145213
59,all,295,20.19615198970448,1.7275990125437728,0.07606449078188847
60,all,300,20.149261720015758,1.6979669061573552,0.07639684622633985
61,all,305,19.780968095453748,1.647197560786501,0.07322480333747168
62,all,310,19.08517198275533,1.5750316701391651,0.06687030363169903
63,all,315,18.06623769579998,1.481752908341707,0.058029520989342144
64,all,320,16.7393466336045,1.3682093822201262,0.047659460834126345
65,all,325,15.130478890886307,1.2358152357620495,0.0368220160769583
66,all,330,13.275941979722885,1.086530963227663,0.026518069900370905
67,all,335,11.22138313764699,0.9228218159676851,0.01754539347079574
68,all,340,9.02028666861397,0.7475947048413935,0.010406993049732166
69,all,345,6.732015993232391,0.5641151509594682,0.0052834511932207985
70,all,350,4.419547185079351,0.3759069954240891,0.002067448527296577
71,all,355,2.1476815700801044,0.1866385968019088,0.00044508440433613434
72,all,360,0.176934050151632,6.264942872524236e-16,6.920598712215309e-32
