,joint_name,degrees_offset,variance,end_effector_accuracy,end_effector_precision
0,shoulder_yaw,0,0.176934050151632,0.0,0.0
1,shoulder_yaw,95,17.09692717168345,1.7898995990672215,0.02806019533729827
2,shoulder_pitch,0,0.176934050151632,0.0,0.0
3,shoulder_pitch,95,16.029015088750857,1.643724085920029,0.021653123157488578
4,forearm_pitch,0,0.176934050151632,0.0,0.0
5,forearm_pitch,95,13.464555701500204,0.9265682512461763,0.014841462732351913
6,wrist_pitch,0,0.176934050151632,0.0,0.0
7,wrist_pitch,95,7.872559199981552,0.30095335124212497,0.0010547064740732276
8,wrist_yaw,0,0.176934050151632,0.0,0.0
9,wrist_yaw,95,5.707537479965277,0.10166614338425732,1.877781695777555e-33
